num__CreditScore,num__Age,num__Tenure,num__Balance,num__NumOfProducts,num__EstimatedSalary,cat__Geography_Germany,cat__Geography_Spain,cat__Gender_Male,remainder__HasCrCard,remainder__IsActiveMember
0.12313269769624036,0.9470751582599691,-0.05701421561022802,0.21336615445224683,1.6673254863427833,0.05835796154515506,-0.1713481265868194,0.0002262128444295992,0.43553108453685835,0.011562377954070219,0.46640341746728897
0.06514412917631533,-0.7280998346333212,-0.0964126869229012,-0.4340092345359193,1.0664460298427434,0.03779145873839989,-0.3388661296684048,0.0026921028446721534,0.47486835130706334,0.005447467591525894,-0.5243107609818839
-0.1741027017561984,-0.5789714753744162,-0.10356348247066165,-0.10687155313910032,-1.0470245810321415,0.061651694290918775,-0.17780023930239183,0.0017796520718539504,0.46571516564366683,0.0024892466401287366,-0.46470047188886293
-0.05900017712935223,1.754351518453241,0.019604175123495177,-0.13116856633349636,-1.1485358483109651,-0.07571066639225006,-0.17023027386364112,0.002133728897656357,0.42696260029599375,0.0024892466401287366,-0.5095640874410621
0.07216133069196184,-1.0795061706297948,-0.008588967453932743,-0.4585849534892074,1.0765306834190538,0.009656109350282849,-0.39352936568255437,-0.01694769588653471,-0.38440087778235027,0.008702488402567323,-0.5202001852733084
0.04915019625015063,-0.9380467503182002,0.011478438159759049,-0.09478237633358352,-1.041442750267977,0.017275155770070483,-0.18090444673352737,0.002880042395671996,-0.36004430917884583,0.0015005490300098994,-0.4650249672236609
-0.20546878724426162,-1.0130251487587358,0.05467752405592953,-0.33054426033590184,1.0079618408431767,-0.13122129929556048,-0.36207282051158846,0.0013275323589957116,-0.3226594356306339,-0.0008200005061632979,-0.495771161670643
-0.1340611888415892,1.6997422452633548,0.0306184770935349,0.2687795683412109,1.1806756614087814,0.08802882783490032,0.9428796831237097,0.0023467256403696913,-0.2916095883622655,-0.0008200005061632979,-0.5807137857463971
0.05199227410700188,1.0692510668305766,-0.15411741821601768,-0.1436524661322938,-1.165329896041262,0.056523587825226075,-0.18054464020239094,0.001428407907454285,0.44466492007793224,0.0060072734808655805,0.4683081081790608
0.026245597799954896,-0.3812920884798637,0.04268966646517944,-0.11903926966617341,-1.0560027576197906,0.07389616134008703,-0.18405434596975329,0.002792171255841328,-0.33078781104449706,0.0011902598730260277,-0.4659063869970066
0.15908785200223288,-1.0192091490894801,-0.01744280414103821,-0.11150565436999914,-1.0808967179741633,0.08151503515256021,-0.18929870720450587,0.0010681106137008737,-0.38057541515654003,0.01516396255876657,0.46708539696140383
0.05222125706051843,0.8943505959034127,0.10487170528734989,-0.004125290937466819,1.0647376119358576,-0.40578310017893343,0.9047581640117225,0.0035759877071102407,-0.36681880275274237,0.005158302929952016,0.5199326819394483
-0.0891377650603287,0.2740756850581728,-0.12003663000578482,0.25048038160044694,1.7059112874255995,-0.3821568836428222,-0.1747788900162238,-0.0007249130563173748,-0.33270741600487896,0.00037603468084797373,-0.4702109506113225
-0.13964051928056928,-1.124295187857098,0.0005397964178595961,-0.32196193909112647,1.103150721421457,0.0498075494614654,-0.4859904648897535,0.0030122631335665713,-0.31319218690564893,4.278828981438927e-05,-0.4858332993948811
0.09049201597052685,-0.6882219803787796,-0.07774221417193548,0.26595646777229365,1.74769897496213,-0.3062781162019054,-0.17467707585825007,0.0023829604778434635,-0.3695753012321925,-6.281526576654422e-05,-0.46687935936959657
-0.1532581240120579,-0.9184725085071805,0.11212676375021188,-0.10457277809836402,-1.0676712267186395,-0.07308749835650571,-0.17970598707996002,-0.0003966823856213567,-0.3578190560864375,0.0019393989766244174,-0.46838721572467884
0.03769821937472231,2.0732713868224097,-0.023853550310727226,-0.05320018197869099,1.1111069754894207,0.08718438302144602,0.880921855521087,0.0032219108813078337,-0.34767753222963454,0.0027653817144264133,0.583347910667628
0.047679337562198186,0.328234290508178,-0.01710081331438181,-0.2684908161321952,1.038693589451744,0.07154144249795623,-0.4229870050427714,0.0032219108813078337,-0.3348003208093947,0.0016427901730944122,-0.4957168914937541
-0.12727016863487922,0.927754055931319,0.14519149068091733,-0.5270825222191127,1.1394020404809277,0.03916530598832222,0.5933847724775244,0.009385384364573174,0.37716679054971697,0.0007133597062122184,0.48489235928658714
0.06607401291359317,0.15898201553420208,0.015111189461488827,0.211006755465501,1.6927070686441508,0.04039102869537723,-0.18379371371890188,0.002350234359036316,0.42911195044328376,0.00566070968721066,0.4668171657989168
-0.09737228342578098,1.728673028286972,0.015970812939349984,0.38732415044197793,-0.7137233534905351,0.012129511343401431,-0.2725245800124711,0.005542674416844286,0.4371962182587744,0.006493564333725773,0.5279402921988287
-0.21009468956362876,1.0959255156729635,0.00500520066407357,-0.14598409134593843,-1.166231243313696,-0.005075388535073471,-0.18047371657092873,0.0017824847332566919,0.4376806729170609,0.006940460417138655,0.4622139888758479
