CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard,IsActiveMember
1.694521722657505,0.5019749213764488,-1.4579688166870104,-0.7193521367987749,-1.100009819645549,-0.5259575435527656,0.0,0.0,0.0,1.0,0.0
0.3667340442165427,1.2340873515242055,-0.022371393182938383,-0.7193521367987749,-1.100009819645549,0.0627924793450008,0.0,0.0,1.0,1.0,0.0
-1.3717096172473975,-0.23013750877130779,0.3365279626930796,1.141456116349584,-1.100009819645549,0.6224866421894755,0.0,0.0,1.0,0.0,1.0
0.3667340442165427,-1.3283061539929426,0.6954273185690976,-0.7193521367987749,0.791937698735788,0.7802720593426353,0.0,0.0,1.0,1.0,1.0
0.051897790565592905,-0.5961937238451861,1.0543266744451156,1.0296769250066684,0.791937698735788,-0.6772321442669086,0.0,0.0,0.0,1.0,0.0
-0.48195498736427844,1.3561060898821649,0.3365279626930796,1.586506985290866,-1.100009819645549,0.5245606381630368,1.0,0.0,0.0,1.0,1.0
0.9279638876812792,1.3561060898821649,0.6954273185690976,1.634352858711983,-1.100009819645549,-0.14847504942887094,1.0,0.0,1.0,1.0,0.0
0.7363244289372228,-0.10811877041334836,0.6954273185690976,-0.7193521367987749,0.791937698735788,1.1738127784238646,0.0,0.0,0.0,1.0,1.0
0.6131276340303294,0.3799561830184894,0.3365279626930796,-0.7193521367987749,0.791937698735788,-1.203846891650478,0.0,0.0,1.0,1.0,1.0
0.3804225769839753,2.33225599674584,-1.8168681725630282,1.9725413765101538,-1.100009819645549,-0.9852694202944412,0.0,0.0,1.0,1.0,1.0
-0.6051517822711718,1.6001435665980837,-0.7401701049349744,1.4873968510801967,-1.100009819645549,-0.9532805949480868,1.0,0.0,0.0,1.0,0.0
-0.8926109703872565,0.6239936597344082,-0.7401701049349744,1.3876822806347107,0.791937698735788,-0.24989229442413366,1.0,0.0,1.0,1.0,0.0
-2.4531037058745726,-0.23013750877130779,0.3365279626930796,0.9361061450797917,0.791937698735788,0.8736886619552392,1.0,0.0,1.0,1.0,1.0
-0.7420371099454979,-0.47417498548722664,0.6954273185690976,0.930228500673993,-1.100009819645549,0.34792779929028345,0.0,0.0,1.0,1.0,1.0
-0.9199880359221216,0.6239936597344082,0.6954273185690976,-0.7193521367987749,0.791937698735788,-1.4225072644355068,0.0,0.0,1.0,1.0,1.0
-1.9466279934795665,-0.23013750877130779,-1.0990694608109923,-0.7193521367987749,0.791937698735788,-0.6105152558309923,0.0,1.0,0.0,1.0,1.0
0.2709143148445145,-0.10811877041334836,-0.022371393182938383,-0.7193521367987749,0.791937698735788,1.2985560857591658,0.0,0.0,1.0,1.0,0.0
0.5173079046583012,-0.9622499389190644,0.6954273185690976,-0.7193521367987749,0.791937698735788,-0.49143280712588827,0.0,1.0,0.0,1.0,1.0
-0.42720085629454807,0.013899967944611067,0.3365279626930796,-0.7193521367987749,0.791937698735788,1.4050641329794809,0.0,0.0,1.0,1.0,1.0
0.8184556255418185,-1.3283061539929426,-1.0990694608109923,1.3040220119664239,-1.100009819645549,0.7851697885027992,0.0,0.0,1.0,0.0,1.0
1.9819809107735895,0.013899967944611067,0.3365279626930796,-0.7193521367987749,0.791937698735788,0.32111791347769897,0.0,0.0,0.0,1.0,0.0
2.132554771215348,-0.7182124622031455,-0.38127074905895636,0.9354831288333264,-1.100009819645549,0.5520952569943324,0.0,1.0,1.0,1.0,1.0
-0.4135123235271155,-0.47417498548722664,-1.8168681725630282,-0.7193521367987749,0.791937698735788,1.3919770516048748,0.0,1.0,0.0,0.0,0.0
-0.34506965968995246,0.3799561830184894,-1.0990694608109923,-0.7193521367987749,-1.100009819645549,1.2842979126192255,0.0,0.0,1.0,1.0,0.0
-0.7557256427129304,-0.23013750877130779,-0.7401701049349744,-0.7193521367987749,-1.100009819645549,0.16518076186774208,0.0,0.0,1.0,1.0,0.0
-0.030233406039002694,0.2579374446605299,0.3365279626930796,0.4738376312895929,-1.100009819645549,0.5346715582368429,0.0,1.0,1.0,1.0,0.0
1.0922262808904704,-0.7182124622031455,0.3365279626930796,-0.7193521367987749,0.791937698735788,-0.5266004659507613,0.0,0.0,1.0,1.0,0.0
-1.6317917398286168,-0.10811877041334836,-0.022371393182938383,1.3851262736267782,0.791937698735788,0.5663972806269765,1.0,0.0,1.0,1.0,1.0
-1.4812178793868582,-0.35215624712926724,-1.4579688166870104,-0.7193521367987749,0.791937698735788,-1.0136062195320585,0.0,0.0,1.0,1.0,0.0
-0.2218728647830591,-0.23013750877130779,1.4132260303211335,-0.7193521367987749,-1.100009819645549,1.2156895626323685,0.0,1.0,0.0,1.0,0.0
-0.8926109703872565,0.5019749213764488,1.0543266744451156,-0.7193521367987749,-1.100009819645549,-1.495425616083308,0.0,0.0,0.0,1.0,1.0
1.2291116085647964,2.33225599674584,0.3365279626930796,1.0962271789836087,2.6838852171171252,-1.939482320920591,0.0,0.0,1.0,0.0,0.0
1.242800141332229,-0.7182124622031455,0.3365279626930796,1.7378405106221586,-1.100009819645549,0.5308738001424046,0.0,0.0,0.0,0.0,1.0
-1.3306440189450996,-0.9622499389190644,-0.7401701049349744,-0.7193521367987749,-1.100009819645549,0.20314285333459883,0.0,0.0,1.0,1.0,1.0
-0.8241683065500934,0.3799561830184894,-1.0990694608109923,-0.7193521367987749,0.791937698735788,0.7739209372352546,0.0,0.0,0.0,0.0,0.0
0.3667340442165427,0.9900498748082865,-0.022371393182938383,-0.7193521367987749,-1.100009819645549,-1.0918136823495261,0.0,0.0,1.0,1.0,1.0
0.5583735029605991,0.013899967944611067,1.0543266744451156,-0.7193521367987749,0.791937698735788,-1.2049433721297202,0.0,1.0,0.0,1.0,1.0
0.763701494472088,2.5762934734617593,-0.38127074905895636,-0.7193521367987749,-1.100009819645549,0.6270676006262287,0.0,0.0,0.0,1.0,1.0
